WP_369752058.1	ARO:3008793	0.935	290	19	0	1	290	1	290	6.684E-186	571
WP_369752058.1	ARO:3008790	0.932	290	20	0	1	290	1	290	3.232E-185	569
WP_369752058.1	ARO:3002402	0.929	290	21	0	1	290	1	290	2.142E-184	566
WP_002322211.1	ARO:3002867	0.968	164	5	0	1	164	1	164	2.852E-107	336
WP_002322211.1	ARO:3005351	0.482	156	80	0	2	156	8	163	2.556E-39	141
WP_002322211.1	ARO:3002858	0.458	157	84	0	2	157	8	164	1.902E-36	132
WP_002977989.1	ARO:3004766	0.941	292	17	0	1	292	1	292	1.343E-188	578
WP_002977989.1	ARO:3004768	0.703	292	86	0	1	292	1	292	2.113E-131	413
WP_002977989.1	ARO:3004771	0.700	292	87	0	1	292	1	292	1.020E-130	411
WP_012655890.1	ARO:3002868	0.478	162	82	0	1	158	1	162	1.501E-40	144
WP_012655890.1	ARO:3002869	0.472	161	82	0	1	157	1	161	1.865E-39	141
WP_012655890.1	ARO:3002866	0.461	160	84	0	1	156	1	160	8.164E-38	136
WP_014343560.1	ARO:3002794	0.956	218	10	0	1	218	1	218	3.450E-142	440
WP_014343560.1	ARO:3002798	0.943	218	12	0	1	218	1	218	7.348E-140	434
WP_014343560.1	ARO:3004624	0.942	218	13	0	1	218	1	218	1.007E-139	433
WP_004183952.1	ARO:3001115	0.938	286	18	0	1	286	1	286	6.265E-184	565
WP_004183952.1	ARO:3001070	0.935	286	19	0	1	286	1	286	3.030E-183	563
WP_004183952.1	ARO:3001112	0.933	286	19	0	1	286	1	286	7.799E-183	561
WP_043099627.1	ARO:3008685	0.986	262	4	0	1	262	1	262	2.139E-178	547
WP_043099627.1	ARO:3008694	0.981	262	5	0	1	262	1	262	2.664E-177	544
WP_043099627.1	ARO:3008700	0.977	262	6	0	1	262	1	262	1.766E-176	542
WP_045309142.1	ARO:3006242	0.975	381	9	0	1	381	1	381	2.287E-258	785
WP_045309142.1	ARO:3006234	0.973	381	10	0	1	381	1	381	8.064E-258	783
WP_045309142.1	ARO:3006262	0.972	381	11	0	1	381	1	381	2.075E-257	782
WP_063862442.1	ARO:3001421	0.956	275	12	0	1	275	1	275	1.355E-180	554
WP_063862442.1	ARO:3001419	0.953	275	13	0	1	275	1	275	4.781E-180	553
WP_063862442.1	ARO:3008713	0.951	275	13	0	1	275	1	275	1.687E-179	551
WP_063862718.1	ARO:3001535	0.962	273	10	0	1	273	1	273	1.233E-180	554
WP_063862718.1	ARO:3001538	0.958	273	11	0	1	273	1	273	8.175E-180	552
WP_063862718.1	ARO:3001712	0.950	273	14	0	1	273	1	273	4.924E-178	547
WP_152315482.1	ARO:3006061	0.963	274	10	0	1	274	1	274	1.423E-181	557
WP_152315482.1	ARO:3001614	0.961	274	11	0	1	274	1	274	3.663E-181	556
WP_152315482.1	ARO:3006084	0.960	274	11	0	1	274	1	274	5.021E-181	556
WP_152651209.1	ARO:3002440	0.936	286	18	0	1	286	1	286	2.211E-183	563
WP_152651209.1	ARO:3002436	0.933	286	19	0	1	286	1	286	7.799E-183	561
WP_152651209.1	ARO:3006148	0.933	286	19	0	1	286	1	286	7.799E-183	561
WP_256875604.1	ARO:3008259	0.950	293	15	0	1	293	1	293	2.574E-191	586
WP_256875604.1	ARO:3002312	0.947	293	15	0	1	293	1	293	9.081E-191	585
WP_256875604.1	ARO:3008272	0.946	293	16	0	1	293	1	293	1.706E-190	584
WP_257102135.1	ARO:3008145	0.921	291	23	0	1	291	1	291	3.828E-183	563
WP_257102135.1	ARO:3001878	0.918	291	24	0	1	291	1	291	2.537E-182	560
WP_257102135.1	ARO:3005641	0.916	291	24	0	1	291	1	291	6.531E-182	559
WP_367187971.1	ARO:3008661	0.989	274	3	0	1	274	1	274	1.845E-187	574
WP_367187971.1	ARO:3001503	0.983	274	5	0	1	274	1	274	3.149E-186	571
WP_367187971.1	ARO:3006111	0.980	274	5	0	1	274	1	274	1.523E-185	569
WP_063859763.1	ARO:3003132	0.981	381	7	0	1	381	1	381	3.803E-260	790
WP_063859763.1	ARO:3002060	0.980	381	8	0	1	381	1	381	7.143E-260	789
WP_063859763.1	ARO:3002118	0.973	381	10	0	1	381	1	381	1.514E-257	782
WP_063865782.1	ARO:3002727	0.990	214	2	0	1	214	13	226	2.018E-145	449
WP_063865782.1	ARO:3002776	0.987	214	3	0	1	214	1	214	5.199E-145	448
WP_063865782.1	ARO:3002746	0.978	214	5	0	1	214	13	226	2.289E-143	443
WP_063866184.1	ARO:3002769	0.992	214	2	0	1	214	13	226	7.835E-146	451
WP_063866184.1	ARO:3002768	0.958	214	9	0	1	214	1	214	8.336E-140	433
