aac(3)-Ib-aac(6')-Ib	WP_063838852.1	0.964	334	12	0	1	334	1	334	4.531E-223	680
aac(3)-Ib-aac(6')-Ib	WP_063839878.1	0.825	224	39	0	111	334	243	463	4.296E-120	383
aac(3)-Ib-aac(6')-Ib	WP_003159191.1	0.975	184	5	0	151	334	1	184	2.833E-119	380
aac(6')-Iu	WP_005208202.1	0.967	146	5	0	1	146	1	146	6.538E-95	299
aac(6')-Iu	WP_063840328.1	0.923	145	11	0	1	145	1	145	5.142E-89	282
aac(6')-Iu	WP_063840330.1	0.907	145	13	0	1	145	1	145	4.273E-87	277
blaCTX-M-14	WP_001617865.1	0.930	291	20	0	1	291	1	291	2.399E-185	569
blaCTX-M-14	WP_168247878.1	0.929	291	21	0	1	291	1	291	3.287E-185	568
blaCTX-M-14	WP_063860085.1	0.927	291	21	0	1	291	1	291	8.463E-185	567
blaCTX-M-54	WP_063860062.1	0.923	291	22	0	1	291	1	291	1.053E-183	564
blaCTX-M-54	WP_063860052.1	0.919	291	23	0	1	291	1	291	6.981E-183	561
blaCTX-M-54	WP_011091028.1	0.919	291	23	0	1	291	1	291	6.981E-183	561
blaOXA-74	WP_063864532.1	0.955	266	12	0	1	266	1	266	1.247E-174	536
blaOXA-74	WP_032491804.1	0.953	266	12	0	1	266	1	266	4.401E-174	535
blaOXA-74	WP_099156044.1	0.951	266	13	0	1	266	1	266	1.133E-173	533
fusB	WP_000855537.1	0.961	213	8	0	1	213	1	213	7.714E-140	433
fusB	WP_063851262.1	0.588	212	87	0	1	212	1	212	4.033E-74	243
fusB	WP_011303797.1	0.533	212	99	0	1	212	1	212	1.504E-64	216
aac(3)-Ih	WP_011749610.1	0.957	152	6	0	1	152	1	152	8.405E-98	308
aac(3)-Ih	WP_011540937.1	0.643	144	51	0	5	148	3	146	4.958E-55	185
aac(3)-Ih	WP_034006142.1	0.612	140	54	0	8	147	11	150	1.096E-49	169
aac(6')-Iaf	WP_063840278.1	1.000	183	0	0	1	183	1	183	8.420E-126	391
aac(6')-Iaf	WP_001109644.1	0.969	183	6	0	1	183	1	183	1.356E-120	376
aac(6')-Iaf	WP_069453146.1	0.967	180	6	0	1	180	1	180	3.969E-118	368
blaLEN26	WP_025712239.1	0.944	286	16	0	1	286	1	286	1.897E-185	569
blaLEN26	WP_074385924.1	0.930	286	20	0	1	286	1	286	3.661E-182	559
blaLEN26	WP_061154665.1	0.926	286	21	0	1	286	1	286	2.426E-181	557
cfiA2	WP_015083750.1	0.987	249	3	0	1	249	1	249	1.223E-169	521
cfiA2	WP_005780969.1	0.984	249	4	0	1	249	1	249	4.316E-169	519
cfiA2	WP_063865205.1	0.983	249	4	0	1	249	1	249	8.108E-169	518
blaIMP-15	WP_063860575.1	0.992	246	2	0	1	246	1	246	1.321E-168	518
blaIMP-15	WP_069280710.1	0.990	246	2	0	1	246	1	246	4.665E-168	516
blaIMP-15	WP_063860611.1	0.933	246	16	0	1	246	1	246	1.484E-156	483
blaCMY-156	WP_104009849.1	0.979	381	8	0	1	381	1	381	9.500E-260	788
blaCMY-156	WP_039023136.1	0.976	381	9	0	1	381	1	381	6.292E-259	786
blaCMY-156	WP_065644637.1	0.976	381	9	0	1	381	1	381	1.182E-258	785
blaCMY-119	WP_063859734.1	0.974	381	10	0	1	381	1	381	4.168E-258	784
blaCMY-119	WP_063859673.1	0.963	381	14	0	1	381	1	381	8.020E-255	774
blaCMY-119	WP_063859654.1	0.960	381	15	0	1	381	1	381	7.279E-254	771
erm(44)	WP_063844521.1	0.950	243	12	0	1	243	1	243	5.504E-158	487
erm(44)	WP_041079981.1	0.809	243	46	0	1	243	1	243	8.826E-130	406
erm(44)	WP_087587948.1	0.742	243	62	0	1	243	1	243	1.671E-116	367
blaSPG-1	WP_063864745.1	0.921	285	22	0	1	285	1	285	1.910E-179	551
blaSPG-1	WP_122630832.1	0.398	266	151	0	30	280	52	317	2.006E-52	184
blaSPG-1	WP_063842703.1	0.371	282	165	0	1	263	6	287	5.514E-50	177
blaTMB-2	WP_063865148.1	0.984	245	4	0	1	245	1	245	2.682E-166	511
blaTMB-2	WP_063865147.1	0.979	245	5	0	1	245	1	245	3.342E-165	508
blaTMB-2	WP_063860203.1	0.711	234	67	0	7	240	8	241	8.621E-106	336
blaLEN7	WP_046619698.1	0.946	261	14	0	1	261	15	275	2.953E-169	520
blaLEN7	WP_039103359.1	0.945	261	14	0	1	261	15	275	4.048E-169	520
