aac(3)-Ic	WP_034006142.1	0.964	156	6	0	1	156	1	156	3.152E-101	319
aac(3)-Ic	WP_063856942.1	0.627	150	56	0	6	155	4	153	1.907E-55	187
aac(3)-Ic	WP_063840256.1	0.638	146	52	0	10	155	8	153	4.913E-55	186
aac(6')-Iw	WP_005296085.1	0.953	146	7	0	1	146	1	146	4.496E-93	295
aac(6')-Iw	WP_005208202.1	0.845	146	22	0	1	146	1	146	4.769E-80	257
aac(6')-Iw	WP_063840330.1	0.847	145	22	0	1	145	1	145	8.966E-80	256
blaOXY-1-6	WP_063864546.1	0.934	291	19	0	1	291	1	291	4.110E-186	571
blaOXY-1-6	WP_014228247.1	0.926	291	21	0	1	291	1	291	3.390E-184	566
blaOXY-1-6	WP_196575333.1	0.924	291	22	0	1	291	1	291	6.368E-184	565
blaSHV-5	WP_011117369.1	0.936	286	18	0	1	286	1	286	1.778E-183	563
blaSHV-5	WP_063864640.1	0.933	286	19	0	1	286	1	286	1.178E-182	561
blaSHV-5	WP_063864609.1	0.932	286	19	0	1	286	1	286	2.213E-182	560
blaDHA-16	WP_063860099.1	0.960	379	15	0	1	379	1	379	4.525E-252	767
blaDHA-16	WP_283624015.1	0.954	379	17	0	1	379	1	379	1.985E-250	762
blaDHA-16	WP_420354091.1	0.936	379	24	0	1	379	1	379	8.092E-245	746
mcr-10.3	WP_023332837.1	0.970	539	16	0	1	539	1	539	0.000E+00	1103
mcr-10.3	WP_208584627.1	0.970	539	16	0	1	539	1	539	0.000E+00	1103
mcr-10.3	WP_208595319.1	0.969	539	17	0	1	539	1	539	0.000E+00	1101
aac(6')-Ia	WP_032489895.1	0.993	185	1	0	1	185	1	185	1.977E-125	390
aac(6')-Ia	WP_069174568.1	0.762	183	43	0	1	183	1	183	2.926E-89	286
aac(6')-Ia	WP_001109644.1	0.716	182	51	0	1	182	1	182	1.000E-81	264
ampH	WP_077096319.1	0.984	264	4	0	1	264	1	264	2.079E-179	550
ampH	WP_029305121.1	0.976	264	6	0	1	264	1	264	1.253E-177	545
ampH	WP_101150415.1	0.974	264	7	0	1	264	1	264	3.226E-177	544
blaDES-1	WP_063860095.1	0.954	324	15	0	1	324	1	324	3.156E-213	651
blaDES-1	WP_010108817.1	0.475	307	151	0	9	315	7	295	1.549E-80	268
blaDES-1	WP_063860828.1	0.504	265	126	0	46	310	35	290	2.798E-74	250
tet(36)	WP_006744283.1	0.937	640	40	0	1	640	1	640	0.000E+00	1259
tet(36)	WP_063856409.1	0.628	636	236	0	1	636	1	636	1.780E-252	782
tet(36)	WP_063856413.1	0.517	648	307	0	1	637	1	648	6.372E-199	627
blaOXA-376	WP_063862742.1	0.966	274	9	0	1	274	1	274	3.242E-182	559
blaOXA-376	WP_001022758.1	0.963	274	10	0	1	274	1	274	1.568E-181	557
blaOXA-376	WP_002033109.1	0.963	274	10	0	1	274	1	274	1.568E-181	557
blaOXA-411	WP_063862766.1	0.967	274	9	0	1	274	1	274	1.726E-182	560
blaOXA-411	WP_002033109.1	0.964	274	10	0	1	274	1	274	8.346E-182	558
blaOXA-411	WP_256875613.1	0.963	274	10	0	1	274	1	274	1.144E-181	557
blaSHV-163	WP_063864650.1	0.935	286	19	0	1	286	1	286	3.339E-183	563
blaSHV-163	WP_063864626.1	0.936	285	18	0	1	285	1	285	1.178E-182	561
blaSHV-163	WP_063864649.1	0.935	285	18	0	1	285	1	285	1.615E-182	561
blaTEM-45	WP_063864913.1	0.957	286	12	0	1	286	1	286	2.874E-188	577
blaTEM-45	WP_063864808.1	0.956	286	13	0	1	286	1	286	5.399E-188	576
blaTEM-45	WP_000027057.1	0.953	286	13	0	1	286	1	286	1.905E-187	575
erm(44)v	WP_041079981.1	0.946	243	13	0	9	251	1	243	8.277E-157	484
erm(44)v	WP_063844521.1	0.808	243	46	0	9	251	1	243	2.720E-129	405
erm(44)v	WP_063844520.1	0.736	243	64	0	9	251	1	243	6.369E-115	364
blaTEM-63	WP_055314004.1	0.958	286	12	0	1	286	1	286	1.530E-188	578
blaTEM-63	WP_063864850.1	0.956	286	13	0	1	286	1	286	5.399E-188	576
blaTEM-63	WP_148044473.1	0.954	286	13	0	1	286	1	286	1.014E-187	576
blaTEM-105	WP_032221497.1	0.958	286	12	0	1	286	1	286	1.116E-188	578
blaTEM-105	WP_000027057.1	0.956	286	13	0	1	286	1	286	5.399E-188	576
blaTEM-105	WP_063864861.1	0.954	286	13	0	1	286	1	286	1.390E-187	575
vat(E)	WP_002328813.1	0.992	214	2	0	1	214	1	214	8.630E-146	451
vat(E)	WP_047211550.1	0.656	210	71	0	4	213	5	212	1.019E-84	274
vat(E)	WP_005164767.1	0.631	192	70	0	4	195	9	200	8.144E-73	240
mph(N)	WP_000031017.1	0.860	299	42	0	1	299	1	299	2.680E-173	535
mph(N)	WP_016078774.1	0.707	298	87	0	4	301	2	298	5.407E-135	424
mph(N)	WP_002047670.1	0.541	285	130	0	4	288	7	290	8.912E-90	294
blaOXA-32	WP_063862613.1	0.978	275	6	0	1	275	1	275	9.366E-186	569
blaOXA-32	WP_001007673.1	0.977	275	6	0	1	275	1	275	1.759E-185	569
blaOXA-32	WP_063861048.1	0.973	275	7	0	1	275	1	275	1.599E-184	566
fosA6	WP_069174570.1	0.981	139	3	0	1	139	1	139	1.418E-91	290
fosA6	WP_004214174.1	0.974	137	4	0	1	137	1	137	2.217E-89	284
fosA6	WP_012579083.1	0.966	137	5	0	1	137	1	137	2.021E-88	281
blaOKP-B-4	WP_063860917.1	0.939	286	17	0	1	286	1	286	3.676E-184	565
blaOKP-B-4	WP_063842745.1	0.938	286	18	0	1	286	1	286	9.464E-184	564
blaOKP-B-4	WP_130945952.1	0.937	286	18	0	1	286	1	286	1.297E-183	564
blaOXA-18	WP_277915723.1	0.997	269	1	0	7	275	1	269	1.759E-185	569
blaOXA-18	WP_338424127.1	0.926	269	20	0	7	275	1	269	9.755E-170	523
blaOXA-18	WP_032490761.1	0.761	248	59	0	28	275	17	264	5.601E-122	385
blaIMI-3	WP_063860568.1	0.961	292	11	0	1	292	1	292	2.393E-193	592
blaIMI-3	WP_063860570.1	0.958	292	12	0	1	292	1	292	1.586E-192	590
blaIMI-3	WP_100086555.1	0.956	292	13	0	1	292	1	292	4.084E-192	589
mecA	WP_057521704.1	0.951	668	33	0	1	668	1	668	0.000E+00	1336
mecA	WP_063852700.1	0.871	667	86	0	1	667	1	667	0.000E+00	1207
mecA	WP_069996660.1	0.656	667	228	0	1	667	1	664	1.799E-280	865
blaOXA-331	WP_063862682.1	0.957	273	12	0	1	273	1	273	1.235E-179	552
blaOXA-331	WP_063862718.1	0.944	273	15	0	1	273	1	273	1.269E-176	543
blaOXA-331	WP_063862638.1	0.943	273	16	0	1	273	1	273	1.740E-176	542
blaCTX-M-206	WP_102607455.1	0.922	291	23	0	1	291	1	291	2.247E-183	563
blaCTX-M-206	WP_011091028.1	0.920	291	23	0	1	291	1	291	5.784E-183	562
blaCTX-M-206	WP_032491777.1	0.919	291	23	0	1	291	1	291	1.489E-182	561
blaCTX-M-37	WP_063860048.1	0.923	291	22	0	1	291	1	291	1.639E-183	564
blaCTX-M-37	WP_032490752.1	0.914	291	25	0	1	291	1	291	1.853E-181	558
blaCTX-M-37	WP_063860067.1	0.913	291	25	0	1	291	1	291	3.481E-181	557
dfrA5	WP_001317507.1	1.000	152	0	0	1	152	6	157	6.462E-104	326
dfrA5	WP_063844408.1	0.953	152	7	0	1	152	6	157	4.623E-97	306
dfrA5	WP_021529707.1	0.917	152	13	0	1	152	6	157	1.127E-92	294
mcr-1.24	WP_160164898.1	0.961	541	21	0	1	541	1	541	0.000E+00	1095
mcr-1.24	WP_049589868.1	0.939	541	33	0	1	541	1	541	0.000E+00	1067
mcr-1.24	WP_129336087.1	0.939	541	33	0	1	541	1	541	0.000E+00	1067
blaCTX-M-189	WP_068981633.1	0.924	291	22	0	1	291	1	291	8.728E-184	565
blaCTX-M-189	WP_000239590.1	0.920	291	23	0	1	291	1	291	5.784E-183	562
blaCTX-M-189	WP_394294894.1	0.919	291	23	0	1	291	1	291	1.489E-182	561
sul1	WP_063855091.1	0.936	278	18	0	2	279	6	283	5.248E-178	547
sul1	WP_001043265.1	0.531	260	121	0	4	263	7	264	2.831E-79	262
sul1	WP_000034420.1	0.478	263	136	0	1	263	1	262	6.486E-69	232
tetB(46)	WP_048717443.1	0.930	578	40	0	1	578	1	578	0.000E+00	1127
tetB(46)	WP_289811733.1	0.444	577	319	0	1	574	1	577	1.559E-141	458
tetB(46)	WP_063856469.1	0.242	540	406	0	39	578	37	572	2.869E-44	170
blaOXA-132	WP_032030965.1	0.966	274	9	0	1	274	1	274	2.365E-182	559
blaOXA-132	WP_002033109.1	0.964	274	10	0	1	274	1	274	8.346E-182	558
blaOXA-132	WP_256875613.1	0.963	274	10	0	1	274	1	274	1.144E-181	557
blaOXA-175	WP_063861191.1	0.963	274	10	0	1	274	1	274	1.144E-181	557
blaOXA-175	WP_001021793.1	0.962	274	10	0	1	274	1	274	2.945E-181	556
blaOXA-175	WP_001021792.1	0.960	274	11	0	1	274	1	274	7.583E-181	555
blaFRI-3	WP_085562397.1	0.966	294	10	0	1	294	1	294	6.590E-196	600
blaFRI-3	WP_087907639.1	0.939	294	18	0	1	294	1	294	1.790E-189	581
blaFRI-3	WP_223174987.1	0.933	294	20	0	1	294	1	294	7.859E-188	576
mcr-1.11	WP_099982815.1	0.954	542	25	0	1	542	1	542	0.000E+00	1088
mcr-1.11	WP_231236808.1	0.948	542	28	0	1	542	1	541	0.000E+00	1080
mcr-1.11	WP_104009850.1	0.948	542	28	0	1	542	1	541	0.000E+00	1080
blaHERA-2	WP_063860563.1	0.942	290	17	0	1	290	1	290	2.299E-187	575
blaHERA-2	WP_023281079.1	0.940	290	17	0	1	290	1	290	5.918E-187	574
blaHERA-2	WP_063860565.1	0.935	290	19	0	1	290	1	290	7.367E-186	571
