WP_063864109.1	ARO:3003640	0.965	273	10	0	1	273	1	273	8.592E-182	557
WP_063864109.1	ARO:3001418	0.962	273	10	0	1	273	1	273	4.155E-181	555
WP_063864109.1	ARO:3001468	0.959	273	11	0	1	273	1	273	2.010E-180	553
WP_063864541.1	ARO:3001625	0.964	274	10	0	1	274	1	274	3.498E-182	558
WP_063864541.1	ARO:3001646	0.952	274	13	0	1	274	1	274	1.914E-179	550
WP_063864541.1	ARO:3001627	0.949	274	14	0	1	274	1	274	9.258E-179	548
WP_063865008.1	ARO:3000946	0.957	286	12	0	1	286	1	286	8.789E-189	578
WP_063865008.1	ARO:3000900	0.954	286	13	0	1	286	1	286	5.825E-188	575
WP_063865008.1	ARO:3000903	0.951	286	14	0	1	286	1	286	2.817E-187	573
WP_063865164.1	ARO:3003174	0.825	280	49	0	1	280	1	280	4.466E-154	477
WP_063865164.1	ARO:3003175	0.823	280	49	0	1	280	1	280	8.387E-154	477
WP_063865164.1	ARO:3003150	0.823	280	49	0	1	280	1	280	1.149E-153	476
WP_072678505.1	ARO:3001398	0.882	266	31	0	1	266	1	266	1.162E-158	490
WP_072678505.1	ARO:3001416	0.882	266	31	0	1	266	1	266	1.162E-158	490
WP_072678505.1	ARO:3001397	0.877	266	33	0	1	266	1	266	1.055E-157	487
WP_148044423.1	ARO:3001412	0.938	268	16	0	1	268	1	266	1.900E-172	529
WP_148044423.1	ARO:3001405	0.937	268	17	0	1	268	1	266	4.891E-172	528
WP_148044423.1	ARO:3001798	0.936	268	17	0	1	268	1	266	6.703E-172	528
WP_179284370.1	ARO:3005312	0.970	397	12	0	1	397	1	397	5.890E-268	812
WP_179284370.1	ARO:3005288	0.963	397	15	0	1	397	1	397	6.648E-266	807
WP_179284370.1	ARO:3005140	0.963	397	15	0	1	397	1	397	6.648E-266	807
WP_188331863.1	ARO:3002240	0.934	288	19	0	1	288	1	288	1.235E-184	566
WP_188331863.1	ARO:3002242	0.934	288	19	0	1	288	17	304	1.692E-184	565
WP_188331863.1	ARO:3002241	0.927	288	21	0	1	288	1	288	7.432E-183	561
WP_005282462.1	ARO:3001753	0.950	285	14	0	1	285	1	285	2.442E-186	571
WP_005282462.1	ARO:3001752	0.940	285	17	0	1	285	1	285	5.187E-184	564
WP_005282462.1	ARO:3001750	0.846	278	43	0	8	285	1	278	9.884E-158	488
WP_006285586.1	ARO:3002945	0.951	322	16	0	1	322	1	322	1.361E-211	646
WP_006285586.1	ARO:3002947	0.779	322	71	0	1	322	5	326	9.412E-166	513
WP_006285586.1	ARO:3002942	0.742	319	82	0	1	319	1	319	2.118E-154	481
WP_063866119.1	ARO:3002762	0.987	214	3	0	1	214	1	214	2.400E-145	448
WP_063866119.1	ARO:3002746	0.955	214	10	0	1	214	13	226	1.359E-139	432
WP_063866119.1	ARO:3002768	0.952	214	10	0	1	214	1	214	3.500E-139	430
WP_063866424.1	ARO:3002798	1.000	218	0	0	1	218	1	218	7.728E-152	467
WP_063866424.1	ARO:3004624	0.997	218	1	0	1	218	1	218	8.763E-150	461
WP_063866424.1	ARO:3002794	0.969	218	7	0	1	218	1	218	7.476E-145	447
WP_109545104.1	ARO:3003609	0.950	252	13	0	1	252	1	252	2.891E-164	505
WP_109545104.1	ARO:3003616	0.942	253	15	0	1	253	1	253	3.601E-163	502
WP_109545104.1	ARO:3003617	0.940	253	15	0	1	253	1	253	6.765E-163	501
WP_109791202.1	ARO:3005153	0.965	397	14	0	1	397	1	397	1.885E-266	808
WP_109791202.1	ARO:3002509	0.965	397	14	0	1	397	1	397	2.583E-266	808
WP_109791202.1	ARO:3002500	0.963	397	15	0	1	397	1	397	9.110E-266	806
WP_150823490.1	ARO:3005129	0.945	397	21	0	1	388	1	397	4.579E-260	789
WP_150823490.1	ARO:3002502	0.945	397	21	0	1	388	1	397	4.579E-260	789
